,Sentiment
2046,Positive
2047,Negative
2048,Negative
2049,Positive
2050,Positive
2051,Positive
2052,Negative
2053,Negative
2054,Positive
2055,Positive
2056,Neutral
2057,Positive
2058,Positive
2059,Positive
2060,Neutral
2061,Neutral
2062,Positive
2063,Positive
2064,Neutral
2065,Neutral
2066,Negative
2067,Negative
2068,Negative
2069,Negative
2070,Positive
2071,Neutral
2072,Negative
2073,Neutral
2074,Positive
2075,Neutral
2076,Positive
2077,Negative
2078,Negative
2079,Neutral
2080,Positive
2081,Positive
2082,Neutral
2083,Negative
2084,Neutral
2085,Positive
2086,Positive
2087,Positive
2088,Negative
2089,Neutral
2090,Neutral
2091,Neutral
2092,Negative
2093,Positive
2094,Positive
2095,Neutral
2096,Neutral
2097,Neutral
2098,Neutral
2099,Neutral
2100,Neutral
2101,Positive
2102,Neutral
2103,Positive
2104,Neutral
2105,Negative
2106,Positive
2107,Negative
2108,Negative
2109,Negative
2110,Neutral
2111,Positive
2112,Neutral
2113,Neutral
2114,Neutral
2115,Positive
2116,Positive
2117,Neutral
2118,Neutral
2119,Negative
2120,Positive
2121,Positive
2122,Positive
2123,Positive
2124,Positive
2125,Positive
2126,Negative
2127,Positive
2128,Neutral
2129,Neutral
2130,Negative
2131,Positive
2132,Neutral
2133,Neutral
2134,Neutral
2135,Neutral
2136,Negative
2137,Negative
2138,Neutral
2139,Negative
2140,Positive
2141,Neutral
2142,Positive
2143,Negative
2144,Neutral
2145,Neutral
2146,Positive
2147,Negative
2148,Neutral
2149,Positive
2150,Neutral
2151,Neutral
2152,Neutral
2153,Neutral
2154,Positive
2155,Neutral
2156,Positive
2157,Positive
2158,Positive
2159,Positive
2160,Neutral
2161,Neutral
2162,Neutral
2163,Negative
2164,Negative
2165,Positive
2166,Positive
2167,Positive
2168,Positive
2169,Negative
2170,Negative
2171,Negative
2172,Negative
2173,Positive
2174,Neutral
2175,Negative
2176,Positive
2177,Negative
2178,Negative
2179,Negative
2180,Neutral
2181,Negative
2182,Positive
2183,Positive
2184,Neutral
2185,Negative
2186,Positive
2187,Neutral
2188,Neutral
2189,Negative
2190,Negative
2191,Negative
2192,Neutral
2193,Positive
2194,Neutral
2195,Neutral
2196,Positive
2197,Negative
2198,Positive
2199,Positive
2200,Positive
2201,Neutral
2202,Negative
2203,Neutral
2204,Neutral
2205,Negative
2206,Negative
2207,Positive
2208,Negative
2209,Positive
2210,Positive
2211,Negative
2212,Positive
2213,Negative
2214,Positive
2215,Neutral
2216,Neutral
2217,Positive
2218,Negative
2219,Positive
2220,Positive
2221,Positive
2222,Negative
2223,Positive
2224,Negative
2225,Neutral
2226,Negative
2227,Negative
2228,Neutral
2229,Negative
2230,Neutral
2231,Neutral
2232,Positive
2233,Positive
2234,Negative
2235,Positive
2236,Negative
2237,Neutral
2238,Positive
2239,Negative
2240,Neutral
2241,Negative
2242,Positive
2243,Neutral
2244,Neutral
2245,Neutral
2246,Positive
2247,Positive
2248,Negative
2249,Negative
2250,Positive
2251,Neutral
2252,Positive
2253,Negative
2254,Positive
2255,Positive
2256,Negative
2257,Positive
2258,Negative
2259,Neutral
2260,Positive
2261,Neutral
2262,Negative
2263,Negative
2264,Negative
2265,Positive
2266,Neutral
2267,Neutral
2268,Negative
2269,Positive
2270,Negative
2271,Negative
2272,Neutral
2273,Neutral
2274,Positive
2275,Positive
2276,Neutral
2277,Positive
2278,Neutral
2279,Neutral
2280,Positive
2281,Neutral
2282,Neutral
2283,Positive
2284,Negative
2285,Positive
2286,Neutral
2287,Negative
2288,Negative
2289,Negative
2290,Positive
2291,Neutral
2292,Neutral
2293,Neutral
2294,Positive
2295,Negative
2296,Neutral
2297,Negative
2298,Neutral
2299,Neutral
2300,Negative
2301,Positive
2302,Positive
2303,Positive
2304,Positive
2305,Neutral
2306,Positive
2307,Negative
2308,Positive
2309,Positive
2310,Negative
2311,Neutral
2312,Positive
2313,Neutral
2314,Positive
2315,Negative
2316,Positive
2317,Negative
2318,Neutral
2319,Negative
2320,Positive
2321,Neutral
2322,Positive
2323,Negative
2324,Positive
2325,Negative
2326,Negative
2327,Neutral
2328,Neutral
2329,Positive
2330,Negative
2331,Negative
2332,Negative
2333,Positive
2334,Negative
2335,Neutral
2336,Positive
2337,Neutral
2338,Negative
2339,Positive
2340,Neutral
2341,Negative
2342,Negative
2343,Positive
2344,Positive
2345,Negative
2346,Positive
2347,Positive
2348,Neutral
2349,Neutral
2350,Positive
2351,Positive
2352,Neutral
2353,Negative
2354,Neutral
2355,Positive
2356,Positive
2357,Neutral
2358,Neutral
2359,Negative
2360,Negative
2361,Positive
2362,Negative
2363,Positive
2364,Positive
2365,Negative
2366,Neutral
2367,Negative
2368,Positive
2369,Neutral
2370,Neutral
2371,Neutral
2372,Neutral
2373,Positive
2374,Neutral
2375,Neutral
2376,Neutral
2377,Negative
2378,Negative
2379,Negative
2380,Negative
2381,Neutral
2382,Positive
2383,Positive
2384,Negative
2385,Positive
2386,Neutral
2387,Neutral
2388,Neutral
2389,Positive
2390,Positive
2391,Negative
2392,Positive
2393,Positive
2394,Positive
2395,Negative
2396,Positive
2397,Positive
2398,Neutral
2399,Neutral
2400,Neutral
2401,Neutral
2402,Positive
2403,Neutral
2404,Negative
2405,Neutral
2406,Neutral
2407,Positive
2408,Positive
2409,Neutral
2410,Neutral
2411,Negative
2412,Positive
2413,Positive
2414,Neutral
2415,Negative
2416,Negative
2417,Positive
2418,Negative
2419,Negative
2420,Neutral
2421,Negative
2422,Neutral
2423,Negative
2424,Neutral
2425,Negative
2426,Neutral
2427,Positive
2428,Positive
2429,Positive
2430,Positive
2431,Neutral
2432,Neutral
2433,Negative
2434,Positive
2435,Positive
2436,Neutral
2437,Neutral
2438,Neutral
2439,Neutral
2440,Negative
2441,Positive
2442,Negative
2443,Neutral
2444,Positive
2445,Positive
2446,Positive
2447,Neutral
2448,Neutral
2449,Neutral
2450,Neutral
2451,Positive
2452,Neutral
2453,Neutral
2454,Neutral
2455,Neutral
2456,Positive
2457,Neutral
2458,Negative
2459,Positive
2460,Neutral
2461,Positive
2462,Neutral
2463,Positive
2464,Neutral
2465,Positive
2466,Positive
2467,Negative
2468,Negative
2469,Negative
2470,Negative
2471,Negative
2472,Neutral
2473,Negative
2474,Negative
2475,Neutral
2476,Neutral
2477,Neutral
2478,Neutral
2479,Negative
2480,Positive
2481,Positive
2482,Negative
2483,Neutral
2484,Positive
2485,Positive
2486,Negative
2487,Neutral
2488,Negative
2489,Neutral
2490,Negative
2491,Negative
2492,Positive
2493,Neutral
2494,Positive
2495,Negative
2496,Neutral
2497,Positive
2498,Neutral
2499,Neutral
2500,Negative
2501,Neutral
2502,Positive
2503,Neutral
2504,Neutral
2505,Positive
2506,Negative
2507,Positive
2508,Neutral
2509,Negative
2510,Positive
2511,Neutral
2512,Neutral
2513,Neutral
2514,Negative
2515,Negative
2516,Neutral
2517,Neutral
2518,Negative
2519,Positive
2520,Neutral
2521,Negative
2522,Positive
2523,Neutral
2524,Neutral
2525,Neutral
2526,Positive
2527,Positive
2528,Negative
2529,Neutral
2530,Neutral
2531,Negative
2532,Neutral
2533,Neutral
2534,Neutral
2535,Negative
2536,Neutral
2537,Positive
2538,Negative
2539,Neutral
2540,Neutral
2541,Neutral
2542,Positive
2543,Negative
2544,Negative
2545,Negative
2546,Positive
2547,Negative
2548,Negative
2549,Positive
2550,Positive
2551,Positive
2552,Neutral
2553,Negative
2554,Neutral
2555,Negative
2556,Positive
2557,Negative
2558,Neutral
2559,Negative
2560,Neutral
2561,Neutral
2562,Neutral
2563,Negative
2564,Positive
2565,Neutral
2566,Negative
2567,Neutral
2568,Positive
2569,Positive
2570,Negative
2571,Neutral
2572,Neutral
2573,Positive
2574,Positive
2575,Neutral
2576,Negative
2577,Positive
2578,Positive
2579,Neutral
2580,Neutral
2581,Positive
2582,Positive
2583,Negative
2584,Negative
2585,Positive
2586,Positive
2587,Negative
2588,Positive
2589,Negative
2590,Negative
2591,Positive
2592,Positive
2593,Neutral
2594,Positive
2595,Negative
2596,Neutral
2597,Negative
2598,Positive
2599,Negative
2600,Negative
2601,Positive
2602,Neutral
2603,Negative
2604,Positive
2605,Negative
2606,Neutral
2607,Positive
2608,Positive
2609,Negative
2610,Positive
2611,Negative
2612,Negative
2613,Neutral
2614,Positive
2615,Positive
2616,Negative
2617,Negative
2618,Neutral
2619,Positive
2620,Negative
2621,Negative
2622,Neutral
2623,Negative
2624,Negative
2625,Negative
2626,Neutral
2627,Neutral
2628,Negative
2629,Negative
2630,Positive
2631,Positive
2632,Neutral
2633,Positive
2634,Negative
2635,Positive
2636,Negative
2637,Neutral
2638,Negative
2639,Neutral
2640,Positive
2641,Neutral
2642,Positive
2643,Negative
2644,Negative
2645,Negative
2646,Negative
2647,Negative
2648,Neutral
2649,Negative
2650,Positive
2651,Neutral
2652,Negative
2653,Positive
2654,Neutral
2655,Positive
2656,Positive
2657,Neutral
2658,Negative
2659,Negative
2660,Negative
2661,Positive
2662,Negative
2663,Neutral
2664,Negative
2665,Negative
2666,Positive
2667,Positive
2668,Neutral
2669,Negative
2670,Negative
2671,Negative
2672,Negative
2673,Negative
2674,Negative
2675,Positive
2676,Negative
2677,Positive
2678,Neutral
2679,Neutral
2680,Neutral
2681,Negative
2682,Positive
2683,Positive
2684,Neutral
2685,Negative
2686,Negative
2687,Negative
2688,Negative
2689,Neutral
2690,Neutral
2691,Positive
2692,Positive
2693,Positive
2694,Negative
2695,Negative
2696,Neutral
2697,Negative
2698,Negative
2699,Neutral
2700,Negative
2701,Negative
2702,Negative
2703,Neutral
2704,Negative
2705,Neutral
2706,Neutral
2707,Positive
2708,Negative
2709,Negative
2710,Neutral
2711,Positive
2712,Positive
2713,Positive
2714,Positive
2715,Negative
2716,Positive
2717,Negative
2718,Positive
2719,Negative
2720,Positive
2721,Neutral
2722,Neutral
2723,Positive
2724,Positive
2725,Neutral
2726,Neutral
2727,Neutral
2728,Positive
2729,Neutral
2730,Positive
2731,Neutral
2732,Neutral
2733,Negative
2734,Neutral
2735,Positive
2736,Neutral
2737,Positive
2738,Negative
2739,Positive
2740,Positive
2741,Positive
2742,Neutral
2743,Positive
2744,Positive
2745,Neutral
2746,Neutral
2747,Positive
2748,Positive
2749,Positive
2750,Neutral
2751,Neutral
2752,Positive
2753,Positive
2754,Negative
2755,Negative
2756,Positive
2757,Negative
2758,Neutral
2759,Neutral
2760,Neutral
2761,Negative
2762,Positive
2763,Neutral
2764,Positive
2765,Negative
2766,Neutral
2767,Positive
2768,Neutral
2769,Positive
2770,Negative
2771,Positive
2772,Negative
2773,Neutral
2774,Negative
2775,Negative
2776,Neutral
2777,Positive
2778,Neutral
2779,Positive
2780,Negative
2781,Neutral
2782,Positive
2783,Positive
2784,Neutral
2785,Neutral
2786,Neutral
2787,Neutral
2788,Positive
2789,Positive
2790,Positive
2791,Positive
2792,Negative
2793,Positive
2794,Positive
2795,Neutral
2796,Positive
2797,Negative
2798,Positive
2799,Neutral
2800,Neutral
2801,Neutral
2802,Neutral
2803,Negative
2804,Neutral
2805,Neutral
2806,Neutral
2807,Negative
2808,Negative
2809,Neutral
2810,Neutral
2811,Negative
2812,Negative
2813,Neutral
2814,Negative
2815,Negative
2816,Positive
2817,Negative
2818,Negative
2819,Positive
2820,Negative
2821,Neutral
2822,Neutral
2823,Neutral
2824,Positive
2825,Negative
2826,Neutral
2827,Negative
2828,Negative
2829,Negative
2830,Positive
2831,Negative
2832,Negative
2833,Neutral
2834,Neutral
2835,Positive
2836,Positive
2837,Negative
2838,Positive
2839,Negative
2840,Negative
2841,Positive
2842,Positive
2843,Negative
2844,Positive
2845,Neutral
2846,Positive
2847,Negative
2848,Negative
2849,Positive
2850,Neutral
2851,Neutral
2852,Negative
2853,Neutral
2854,Positive
2855,Neutral
2856,Positive
2857,Negative
2858,Positive
2859,Positive
2860,Negative
2861,Positive
2862,Negative
2863,Positive
2864,Negative
2865,Negative
2866,Positive
2867,Negative
2868,Neutral
2869,Neutral
2870,Neutral
2871,Negative
2872,Negative
2873,Positive
2874,Positive
2875,Positive
2876,Neutral
2877,Neutral
2878,Neutral
2879,Positive
2880,Neutral
2881,Positive
2882,Negative
2883,Positive
2884,Neutral
2885,Positive
2886,Positive
2887,Neutral
2888,Positive
2889,Negative
2890,Negative
2891,Negative
2892,Positive
2893,Positive
2894,Positive
2895,Positive
2896,Neutral
2897,Neutral
2898,Positive
2899,Positive
2900,Neutral
2901,Neutral
2902,Positive
2903,Negative
2904,Negative
2905,Positive
2906,Neutral
2907,Neutral
2908,Positive
2909,Positive
2910,Positive
2911,Neutral
2912,Negative
2913,Positive
2914,Positive
2915,Neutral
2916,Neutral
2917,Negative
2918,Neutral
2919,Neutral
2920,Positive
2921,Negative
2922,Positive
2923,Positive
2924,Positive
2925,Negative
2926,Positive
2927,Neutral
2928,Positive
2929,Positive
2930,Neutral
2931,Neutral
2932,Positive
2933,Neutral
2934,Negative
2935,Positive
2936,Neutral
2937,Positive
2938,Neutral
2939,Neutral
2940,Positive
2941,Negative
2942,Negative
2943,Positive
2944,Positive
2945,Negative
2946,Positive
2947,Positive
2948,Neutral
2949,Negative
2950,Negative
2951,Neutral
2952,Positive
2953,Positive
2954,Neutral
2955,Neutral
2956,Neutral
2957,Positive
2958,Negative
2959,Negative
2960,Neutral
2961,Negative
2962,Neutral
2963,Neutral
2964,Neutral
2965,Positive
2966,Neutral
2967,Positive
2968,Positive
2969,Neutral
2970,Negative
2971,Neutral
2972,Positive
2973,Negative
2974,Neutral
2975,Positive
2976,Neutral
2977,Positive
2978,Neutral
2979,Neutral
2980,Neutral
2981,Positive
2982,Negative
2983,Positive
2984,Positive
2985,Positive
2986,Neutral
2987,Positive
2988,Negative
2989,Negative
2990,Negative
2991,Negative
2992,Positive
2993,Neutral
2994,Positive
2995,Negative
2996,Negative
2997,Positive
2998,Neutral
2999,Neutral
3000,Negative
3001,Negative
3002,Neutral
3003,Negative
3004,Positive
3005,Positive
3006,Neutral
3007,Positive
3008,Positive
3009,Negative
3010,Neutral
3011,Neutral
3012,Negative
3013,Neutral
3014,Neutral
3015,Neutral
3016,Negative
3017,Neutral
3018,Negative
3019,Negative
3020,Positive
3021,Positive
3022,Negative
3023,Negative
3024,Positive
3025,Positive
3026,Negative
3027,Neutral
3028,Positive
3029,Positive
3030,Negative
3031,Negative
3032,Negative
3033,Neutral
3034,Negative
3035,Negative
3036,Neutral
3037,Positive
3038,Neutral
3039,Negative
3040,Positive
3041,Positive
3042,Neutral
3043,Negative
3044,Negative
3045,Negative
3046,Positive
3047,Positive
3048,Positive
3049,Negative
3050,Negative
3051,Positive
3052,Negative
3053,Negative
3054,Positive
3055,Positive
3056,Positive
3057,Neutral
3058,Positive
3059,Positive
3060,Positive
3061,Positive
3062,Positive
3063,Positive
3064,Positive
3065,Neutral
3066,Negative
3067,Positive
3068,Neutral
3069,Negative
3070,Negative
3071,Positive
3072,Positive
3073,Neutral
3074,Neutral
3075,Neutral
3076,Negative
3077,Neutral
3078,Negative
3079,Positive
3080,Neutral
3081,Negative
3082,Negative
3083,Positive
3084,Negative
3085,Negative
3086,Neutral
3087,Negative
3088,Negative
3089,Neutral
3090,Negative
3091,Neutral
3092,Negative
3093,Neutral
3094,Negative
3095,Positive
3096,Negative
3097,Positive
3098,Negative
3099,Neutral
3100,Positive
3101,Positive
3102,Negative
3103,Negative
3104,Positive
3105,Neutral
3106,Neutral
3107,Neutral
3108,Positive
3109,Positive
3110,Negative
3111,Neutral
3112,Neutral
3113,Negative
3114,Neutral
3115,Neutral
3116,Positive
3117,Neutral
3118,Positive
3119,Neutral
3120,Negative
3121,Negative
3122,Positive
3123,Positive
3124,Neutral
3125,Negative
3126,Negative
3127,Negative
3128,Neutral
3129,Negative
3130,Positive
3131,Neutral
3132,Negative
3133,Positive
3134,Neutral
3135,Neutral
3136,Negative
3137,Negative
3138,Positive
3139,Neutral
3140,Positive
3141,Positive
